material_id,assay,role,path,bytes,sha256,codec,width,height,field_order,frames,frames_source,fps_avg_frame_rate,fps_r_frame_rate,duration_s,frames_vs_dur_x_avgfps,pts_count,pts_na,pts_min_s,pts_max_s,pts_spacing_uniform,pts_raw_order_monotonic,derives_from_sha256,derives_from_status,t0_source_s,t0_status,geometry_binding,geometry_binding_status,human_record_ref,human_record_status,usage_group,evidence_status
source:FST:10mg 2周.mp4,FST,source_video,~/Work/heavy/depression/游泳/10mg 2周.mp4,29047553,963c4a670628b28f0858350039c962248c08255e4b25019f0a2e0763a081f95a,h264,472,266,progressive,9562,container,25/1,25/1,382.480000,是,9562,0,0,382.44,是,否,,na,,not_found_in_checked_materials,10mg 2周.CLB,bound_by_filename_only,data/human_scores/manifests/FST全程_视频清单_给评分员.csv,pointer_only_joins_by_filename,historical_or_dev_validation,artifact_checked
source:FST:20mg 2周.mp4,FST,source_video,~/Work/heavy/depression/游泳/20mg 2周.mp4,29768166,b5b583817ed6b641607fc1741ebbede6cba8469f569dc99b9ed04d00c8bb89ac,h264,480,270,progressive,9559,container,25/1,25/1,382.360000,是,9559,0,0,382.32,是,否,,na,,not_found_in_checked_materials,20mg 2周.CLB,bound_by_filename_only,data/human_scores/manifests/FST全程_视频清单_给评分员.csv,pointer_only_joins_by_filename,historical_or_dev_validation,artifact_checked
source:FST:20mg1周.mp4,FST,source_video,~/Work/heavy/depression/游泳/20mg1周.mp4,28854795,ba779901598277a0386f9782c7e35f082f2c6846f9585e5f119fa2251a61d95f,h264,472,266,progressive,9517,container,25/1,25/1,380.680000,是,9517,0,0,380.64,是,否,,na,,not_found_in_checked_materials,20mg1周.CLB,bound_by_filename_only,data/human_scores/manifests/FST全程_视频清单_给评分员.csv,pointer_only_joins_by_filename,historical_or_dev_validation,artifact_checked
source:FST:抑郁4-7.mp4,FST,source_video,~/Work/heavy/depression/游泳/抑郁4-7.mp4,28184338,a6d8cf21892113344861530bb9d9ed9e4677959f13d074650b36058e2d373cb2,h264,472,266,progressive,9055,container,25/1,25/1,362.200000,是,9055,0,0,362.16,是,否,,na,,not_found_in_checked_materials,抑郁4-7.CLB,bound_by_filename_only,data/human_scores/manifests/FST全程_视频清单_给评分员.csv,pointer_only_joins_by_filename,historical_or_dev_validation,artifact_checked
source:FST:抑郁8-10.mp4,FST,source_video,~/Work/heavy/depression/游泳/抑郁8-10.mp4,34817391,5a728349a0917d6eaa68f76c7f766929dca16ac0b57ffedc2f2efc7ba3c4ca2b,h264,470,264,progressive,11689,container,25/1,25/1,467.560000,是,11689,0,0,467.52,是,否,,na,,not_found_in_checked_materials,抑郁8-10.CLB,bound_by_filename_only,data/human_scores/manifests/FST全程_视频清单_给评分员.csv,pointer_only_joins_by_filename,historical_or_dev_validation,artifact_checked
source:FST:正常1-4.mp4,FST,source_video,~/Work/heavy/depression/游泳/正常1-4.mp4,30613515,b27b176a04f1de14303719c44706bec5b25dad02108e8eec252fa9f8276f16c8,h264,464,262,progressive,9868,container,25/1,25/1,394.720000,是,9868,0,0,394.68,是,否,,na,,not_found_in_checked_materials,正常1-4.CLB,bound_by_filename_only,data/human_scores/manifests/FST全程_视频清单_给评分员.csv,pointer_only_joins_by_filename,historical_or_dev_validation,artifact_checked
source:FST:正常5+抑郁1-3.mp4,FST,source_video,~/Work/heavy/depression/游泳/正常5+抑郁1-3.mp4,26987923,87e293c93f251ed7777cd8f6001dd702c8d240ba88d608bf204fc91eed90a186,h264,474,266,progressive,9139,container,25/1,25/1,365.560000,是,9139,0,0,365.52,是,否,,na,,not_found_in_checked_materials,正常5+抑郁1-3.CLB,bound_by_filename_only,data/human_scores/manifests/FST全程_视频清单_给评分员.csv,pointer_only_joins_by_filename,historical_or_dev_validation,artifact_checked
source:TST:10mg 2周.mp4,TST,source_video,~/Work/heavy/depression/悬尾/10mg 2周.mp4,30305363,8a9770847d48493103fa234f13aa0790670f35150cadb8f1ed4364f6f1c3ba3b,h264,476,268,progressive,9661,container,25/1,25/1,386.440000,是,9661,0,0,386.4,是,否,,na,,na_tst_no_water_entry,10mg 2周.CLB,bound_by_filename_only,,none_recorded,historical_or_dev_validation,artifact_checked
source:TST:20mg 1周 1-3+20 2周1.mp4,TST,source_video,~/Work/heavy/depression/悬尾/20mg 1周 1-3+20 2周1.mp4,35847587,11b2361a85c27cc5e1a023b7396b1438032524d51623aa24d47f9b77ac80fd55,h264,472,266,progressive,11470,container,25/1,25/1,458.800000,是,11470,0,0,458.76,是,否,,na,,na_tst_no_water_entry,20mg 1周 1-3+20 2周1.CLB,bound_by_filename_only,,none_recorded,historical_or_dev_validation,artifact_checked
source:TST:20mg 2周.mp4,TST,source_video,~/Work/heavy/depression/悬尾/20mg 2周.mp4,28943603,016009f1f59098562d7010f19dee29517d08e0b571a82ec383bce82e24790e61,h264,472,264,progressive,9328,container,25/1,25/1,373.120000,是,9328,0,0,373.08,是,否,,na,,na_tst_no_water_entry,20mg 2周.CLB,bound_by_filename_only,,none_recorded,historical_or_dev_validation,artifact_checked
source:TST:20mg 3周.mp4,TST,source_video,~/Work/heavy/depression/悬尾/20mg 3周.mp4,30753490,6322504a20a0d8c4a755def75468a691cad1a1d03d615bfdb25ad37573ab334d,h264,464,262,progressive,9895,container,25/1,25/1,395.800000,是,9895,0,0,395.76,是,否,,na,,na_tst_no_water_entry,20mg 3周.CLB,bound_by_filename_only,,none_recorded,historical_or_dev_validation,artifact_checked
source:TST:30mg 2周 1-3+20 1周1.mp4,TST,source_video,~/Work/heavy/depression/悬尾/30mg 2周 1-3+20 1周1.mp4,29110752,55f74089039961af175df424bc7afb0d38b3c26cbcd38e0dae1b5f74e9888ede,h264,466,262,progressive,9229,container,25/1,25/1,369.160000,是,9229,0,0,369.12,是,否,,na,,na_tst_no_water_entry,30mg 2周 1-3+20 1周1.CLB,bound_by_filename_only,,none_recorded,historical_or_dev_validation,artifact_checked
source:TST:30mg 2周 2+20 2周2.mp4,TST,source_video,~/Work/heavy/depression/悬尾/30mg 2周 2+20 2周2.mp4,29988040,f5fef21679c67995ccb78d62ecd0b2f7a60c5cc32d75a7577d6ef6facde95e9c,h264,472,266,progressive,9586,container,25/1,25/1,383.440000,是,9586,0,0,383.4,是,否,,na,,na_tst_no_water_entry,30mg 2周 2+20 2周2.CLB,bound_by_filename_only,,none_recorded,historical_or_dev_validation,artifact_checked
source:TST:30mg 2周.mp4,TST,source_video,~/Work/heavy/depression/悬尾/30mg 2周.mp4,29165088,d4e7d93334b46cc9dd2f4b1056e2fdae7d29951fed34e4fe0f20e913ef616dda,h264,484,272,progressive,9721,container,25/1,25/1,388.840000,是,9721,0,0,388.8,是,否,,na,,na_tst_no_water_entry,30mg 2周.CLB,bound_by_filename_only,,none_recorded,historical_or_dev_validation,artifact_checked
csi_transcode:FST:FST_10mg_2w_x2.mpg,FST,csi_transcode,~/Work/csi_in/FST_10mg_2w_x2.mpg,93446144,1daf0f917c3795dbbcaac25b99dd939bdabf539d3687d3002916012a27f32ed9,mpeg1video,944,532,progressive,9562,decode_count,25/1,50/1,382.460000,是,9562,3,0.54,382.98,否,是,963c4a670628b28f0858350039c962248c08255e4b25019f0a2e0763a081f95a,confirmed_by_mapping_table,,not_found_in_checked_materials,,na,,na,historical_or_dev_validation,artifact_checked
csi_transcode:FST:FST_20mg_1w_x2.mpg,FST,csi_transcode,~/Work/csi_in/FST_20mg_1w_x2.mpg,98113536,0a093ae3b91ff062e27a4be8df855aa629b324c7660977b5bdca4727092c091b,mpeg1video,944,532,progressive,9517,decode_count,25/1,50/1,380.620000,是,9517,2,0.54,381.14,否,是,ba779901598277a0386f9782c7e35f082f2c6846f9585e5f119fa2251a61d95f,confirmed_by_mapping_table,,not_found_in_checked_materials,,na,,na,historical_or_dev_validation,artifact_checked
csi_transcode:FST:FST_20mg_2w_x2.mpg,FST,csi_transcode,~/Work/csi_in/FST_20mg_2w_x2.mpg,97157120,dff90949cbf28f6593666b920c321428abcb138e18fda61822c56b05fce5fd60,mpeg1video,960,540,progressive,9559,decode_count,25/1,50/1,382.340000,是,9559,1,0.54,382.86,否,是,b5b583817ed6b641607fc1741ebbede6cba8469f569dc99b9ed04d00c8bb89ac,confirmed_by_mapping_table,,not_found_in_checked_materials,,na,,na,historical_or_dev_validation,artifact_checked
csi_transcode:na:FST_ctrl_1to4_x1_fallback.mpg,na,csi_transcode,~/Work/csi_in/FST_ctrl_1to4_x1_fallback.mpg,46960640,c19db572ac9a7357106c4f48c1d72213ab69e9fb7bb923ad938841bcca6d05c7,mpeg1video,464,262,progressive,9868,decode_count,25/1,50/1,394.700000,是,9868,1,0.54,395.22,否,是,,unknown_provenance,,not_found_in_checked_materials,,na,,na,historical_or_dev_validation,artifact_checked
csi_transcode:FST:FST_ctrl_1to4_x2.mpg,FST,csi_transcode,~/Work/csi_in/FST_ctrl_1to4_x2.mpg,96841728,90bf5ebf806c5f4cf8311ff0e29af71dc70597e4e3732fc8beb4b7e2fdc929fe,mpeg1video,928,524,progressive,9868,decode_count,25/1,50/1,394.700000,是,9868,0,0.54,395.22,是,是,b27b176a04f1de14303719c44706bec5b25dad02108e8eec252fa9f8276f16c8,confirmed_by_mapping_table,,not_found_in_checked_materials,,na,,na,historical_or_dev_validation,artifact_checked
csi_transcode:FST:FST_ctrl_5_plus_dep_1to3_x2.mpg,FST,csi_transcode,~/Work/csi_in/FST_ctrl_5_plus_dep_1to3_x2.mpg,96200704,9ca59645d8afcae5e23027253e37f27ed30f872bfc5be913f5b45303b36bdc09,mpeg1video,948,532,progressive,9139,decode_count,25/1,50/1,365.540000,是,9139,2,0.54,366.06,否,是,87e293c93f251ed7777cd8f6001dd702c8d240ba88d608bf204fc91eed90a186,confirmed_by_mapping_table,,not_found_in_checked_materials,,na,,na,historical_or_dev_validation,artifact_checked
csi_transcode:FST:FST_dep_4to7_x2.mpg,FST,csi_transcode,~/Work/csi_in/FST_dep_4to7_x2.mpg,90828800,8f20cc43fab97b36430da4abb120cfc9002414adf6c357e124648305bab045ea,mpeg1video,944,532,progressive,9055,decode_count,25/1,50/1,362.180000,是,9055,1,0.54,362.7,否,是,a6d8cf21892113344861530bb9d9ed9e4677959f13d074650b36058e2d373cb2,confirmed_by_mapping_table,,not_found_in_checked_materials,,na,,na,historical_or_dev_validation,artifact_checked
csi_transcode:FST:FST_dep_8to10_x2.mpg,FST,csi_transcode,~/Work/csi_in/FST_dep_8to10_x2.mpg,101808128,e30ad5bd046f09178f7cebe9479491fda2d74735c8dae60ca80eed45e19c7563,mpeg1video,940,528,progressive,11689,decode_count,25/1,50/1,467.500000,是,11689,1,0.54,468.02,是,是,5a728349a0917d6eaa68f76c7f766929dca16ac0b57ffedc2f2efc7ba3c4ca2b,confirmed_by_mapping_table,,not_found_in_checked_materials,,na,,na,historical_or_dev_validation,artifact_checked
csi_transcode:TST:TST_10mg_2w_x2.mpg,TST,csi_transcode,~/Work/csi_in/TST_10mg_2w_x2.mpg,84621312,896624f549e5cc47e52b3b4870516f5c1047e8900c48f02002418ea7c1a2dd5f,mpeg1video,952,536,progressive,9661,decode_count,25/1,50/1,386.420000,是,9661,0,0.54,386.94,是,是,8a9770847d48493103fa234f13aa0790670f35150cadb8f1ed4364f6f1c3ba3b,confirmed_by_mapping_table,,na_tst_no_water_entry,,na,,na,historical_or_dev_validation,artifact_checked
csi_transcode:TST:TST_20mg_1w_1to3_plus_20mg_2w_1_x2.mpg,TST,csi_transcode,~/Work/csi_in/TST_20mg_1w_1to3_plus_20mg_2w_1_x2.mpg,97359872,fd04f3f315ace5d7a5da99e5e73950cc1a42c919e842194df5f9078975b0355f,mpeg1video,944,532,progressive,11470,decode_count,25/1,50/1,458.740000,是,11470,2,0.54,459.26,否,是,11b2361a85c27cc5e1a023b7396b1438032524d51623aa24d47f9b77ac80fd55,confirmed_by_mapping_table,,na_tst_no_water_entry,,na,,na,historical_or_dev_validation,artifact_checked
csi_transcode:TST:TST_20mg_2w_x2.mpg,TST,csi_transcode,~/Work/csi_in/TST_20mg_2w_x2.mpg,79366144,f1841cacf0c73e8940587e722cfb55f3d20aea0596ab0a6364b689b9f63e90ff,mpeg1video,944,528,progressive,9328,decode_count,25/1,50/1,373.100000,是,9328,1,0.54,373.62,否,是,016009f1f59098562d7010f19dee29517d08e0b571a82ec383bce82e24790e61,confirmed_by_mapping_table,,na_tst_no_water_entry,,na,,na,historical_or_dev_validation,artifact_checked
csi_transcode:TST:TST_20mg_3w_x2.mpg,TST,csi_transcode,~/Work/csi_in/TST_20mg_3w_x2.mpg,79308800,6c20153cb3e2c0b938de1e9e09fd1daa9c3d343d938d55f46eaa3151a0bca2fd,mpeg1video,928,524,progressive,9895,decode_count,25/1,50/1,395.780000,是,9895,0,0.54,396.3,是,是,6322504a20a0d8c4a755def75468a691cad1a1d03d615bfdb25ad37573ab334d,confirmed_by_mapping_table,,na_tst_no_water_entry,,na,,na,historical_or_dev_validation,artifact_checked
csi_transcode:TST:TST_30mg_2w_1to3_plus_20mg_1w_1_x2.mpg,TST,csi_transcode,~/Work/csi_in/TST_30mg_2w_1to3_plus_20mg_1w_1_x2.mpg,76883968,cb106acb8595c4ded68d860a1c0e28151196236659bd6b9467777079a1f87d67,mpeg1video,932,524,progressive,9229,decode_count,25/1,50/1,369.140000,是,9229,0,0.54,369.66,是,是,55f74089039961af175df424bc7afb0d38b3c26cbcd38e0dae1b5f74e9888ede,confirmed_by_mapping_table,,na_tst_no_water_entry,,na,,na,historical_or_dev_validation,artifact_checked
csi_transcode:TST:TST_30mg_2w_2_plus_20mg_2w_2_x2.mpg,TST,csi_transcode,~/Work/csi_in/TST_30mg_2w_2_plus_20mg_2w_2_x2.mpg,83070976,933d78ba8df598d78c95c9e99677a54018565e7eecf430847f5cbf89ef1d08c9,mpeg1video,944,532,progressive,9586,decode_count,25/1,50/1,383.420000,是,9586,0,0.54,383.94,是,是,f5fef21679c67995ccb78d62ecd0b2f7a60c5cc32d75a7577d6ef6facde95e9c,confirmed_by_mapping_table,,na_tst_no_water_entry,,na,,na,historical_or_dev_validation,artifact_checked
csi_transcode:TST:TST_30mg_2w_x2.mpg,TST,csi_transcode,~/Work/csi_in/TST_30mg_2w_x2.mpg,79484928,3de8e5daca13aeabec34eb1d57b0b42f6b43a7ee8d5e1476bde831d5d5e4ecbc,mpeg1video,968,544,progressive,9721,decode_count,25/1,50/1,388.820000,是,9721,0,0.54,389.34,是,是,d4e7d93334b46cc9dd2f4b1056e2fdae7d29951fed34e4fe0f20e913ef616dda,confirmed_by_mapping_table,,na_tst_no_water_entry,,na,,na,historical_or_dev_validation,artifact_checked
csi_transcode:na:FST_ctrl_1to4_x2_fallback.avi,na,csi_transcode,~/Work/csi_in/FST_ctrl_1to4_x2_fallback.avi,304208008,933d86ecfe526ca230a550bf2c865c4d88bca5a3c3ada075c4a72cc235cb64cd,mjpeg,928,524,,9868,container,25/1,25/1,394.720000,是,9868,0,0,394.68,是,是,,unknown_provenance,,not_found_in_checked_materials,,na,,na,historical_or_dev_validation,artifact_checked
tst_clip:TST:10mg_2周-ch1.mp4,TST,tst_clip,~/Downloads/tst_30clips/10mg_2周-ch1.mp4,2928893,9433018ab68b354885838ceb0af11bc777e7004ca0c5859c6e19daaff355a32d,h264,118,268,progressive,9000,container,25/1,25/1,360.000000,是,9000,0,0,359.96,是,否,8a9770847d48493103fa234f13aa0790670f35150cadb8f1ed4364f6f1c3ba3b,confirmed,,na_tst_no_water_entry,,na,data/human_scores/manifests/T1精标_视频清单_给评分员.csv,pointer_only_joins_by_filename,historical_or_dev_validation,artifact_checked
tst_clip:TST:10mg_2周-ch2.mp4,TST,tst_clip,~/Downloads/tst_30clips/10mg_2周-ch2.mp4,2622370,aea248d6d073dd36852a7d31656999b964a06d4d9a5abb797b7aa05be5c4df1b,h264,118,268,progressive,9000,container,25/1,25/1,360.000000,是,9000,0,0,359.96,是,否,8a9770847d48493103fa234f13aa0790670f35150cadb8f1ed4364f6f1c3ba3b,confirmed,,na_tst_no_water_entry,,na,data/human_scores/manifests/T1精标_视频清单_给评分员.csv,pointer_only_joins_by_filename,historical_or_dev_validation,artifact_checked
tst_clip:TST:10mg_2周-ch3.mp4,TST,tst_clip,~/Downloads/tst_30clips/10mg_2周-ch3.mp4,3247850,a038daef2a4738297af17ce2943b584c8522fa637de8559707ef65c910899014,h264,118,268,progressive,9000,container,25/1,25/1,360.000000,是,9000,0,0,359.96,是,否,8a9770847d48493103fa234f13aa0790670f35150cadb8f1ed4364f6f1c3ba3b,confirmed,,na_tst_no_water_entry,,na,,none_recorded,historical_or_dev_validation,artifact_checked
tst_clip:TST:10mg_2周-ch4.mp4,TST,tst_clip,~/Downloads/tst_30clips/10mg_2周-ch4.mp4,3351732,e121c2a80974f05ee0665ffb36d6a02c4eadbd397e29c7e4f6f82e312a936998,h264,118,268,progressive,9000,container,25/1,25/1,360.000000,是,9000,0,0,359.96,是,否,8a9770847d48493103fa234f13aa0790670f35150cadb8f1ed4364f6f1c3ba3b,confirmed,,na_tst_no_water_entry,,na,,none_recorded,historical_or_dev_validation,artifact_checked
tst_clip:TST:20mg_1周_1-3+20_2周1-ch1.mp4,TST,tst_clip,~/Downloads/tst_30clips/20mg_1周_1-3+20_2周1-ch1.mp4,2903161,c47f7bd9cae6885f06cca72a5fc977cdc3244764a510c7bffa21f8694536646e,h264,118,266,progressive,9000,container,25/1,25/1,360.000000,是,9000,0,0,359.96,是,否,11b2361a85c27cc5e1a023b7396b1438032524d51623aa24d47f9b77ac80fd55,confirmed,,na_tst_no_water_entry,,na,,none_recorded,historical_or_dev_validation,artifact_checked
tst_clip:TST:20mg_1周_1-3+20_2周1-ch2.mp4,TST,tst_clip,~/Downloads/tst_30clips/20mg_1周_1-3+20_2周1-ch2.mp4,2552316,69a66bc5f0244de8201b9bb8db22ab568c2d5b29d29c6af2d8568a6e31a0ca53,h264,118,266,progressive,9000,container,25/1,25/1,360.000000,是,9000,0,0,359.96,是,否,11b2361a85c27cc5e1a023b7396b1438032524d51623aa24d47f9b77ac80fd55,confirmed,,na_tst_no_water_entry,,na,data/human_scores/manifests/T1精标_视频清单_给评分员.csv,pointer_only_joins_by_filename,historical_or_dev_validation,artifact_checked
tst_clip:TST:20mg_1周_1-3+20_2周1-ch3.mp4,TST,tst_clip,~/Downloads/tst_30clips/20mg_1周_1-3+20_2周1-ch3.mp4,2814676,adcae87f861dde69a130dff1ecf8da7b65b06db0924a1965b1c7c8c58640a07f,h264,118,266,progressive,9000,container,25/1,25/1,360.000000,是,9000,0,0,359.96,是,否,11b2361a85c27cc5e1a023b7396b1438032524d51623aa24d47f9b77ac80fd55,confirmed,,na_tst_no_water_entry,,na,,none_recorded,historical_or_dev_validation,artifact_checked
tst_clip:TST:20mg_1周_1-3+20_2周1-ch4.mp4,TST,tst_clip,~/Downloads/tst_30clips/20mg_1周_1-3+20_2周1-ch4.mp4,3333863,d442df6495cff9f794da362bcb8c8d99e5717d71f2d5962ffe545e71400105f2,h264,118,266,progressive,9000,container,25/1,25/1,360.000000,是,9000,0,0,359.96,是,否,11b2361a85c27cc5e1a023b7396b1438032524d51623aa24d47f9b77ac80fd55,confirmed,,na_tst_no_water_entry,,na,,none_recorded,historical_or_dev_validation,artifact_checked
